addressId,userId,street,ward,district,city
91,44,Vo Van Tan,Ward7,District3,HCM
92,44,Tran Hung Dao,Ward10,District3,HCM
93,45,CMT8,Ward3,District1,HCM
94,45,Le Loi,Ward1,District10,HCM
95,45,Le Loi,Ward10,District3,HCM
96,46,CMT8,Ward10,District3,HCM
97,46,Vo Van Tan,Ward3,District3,HCM
98,47,Tran Hung Dao,Ward1,District5,HCM
99,48,Tran Hung Dao,Ward1,District5,HCM
100,49,Nguyen Hue,Ward3,District5,HCM
101,49,Le Loi,Ward10,District3,HCM
102,50,Vo Van Tan,Ward7,District10,HCM
103,50,Nguyen Hue,Ward7,District10,HCM
104,50,Nguyen Hue,Ward1,District5,HCM
105,51,Tran Hung Dao,Ward5,District10,HCM
106,52,Tran Hung Dao,Ward10,District5,HCM
107,53,Tran Hung Dao,Ward5,District3,HCM
108,54,Le Loi,Ward10,District1,HCM
109,54,Nguyen Hue,Ward10,District1,HCM
110,54,Vo Van Tan,Ward3,District5,HCM
111,55,CMT8,Ward5,District10,HCM
112,56,Tran Hung Dao,Ward7,District10,HCM
113,56,Le Loi,Ward3,District1,HCM
114,57,Le Loi,Ward1,District3,HCM
115,58,Nguyen Hue,Ward3,District5,HCM
116,59,Tran Hung Dao,Ward5,District3,HCM
117,60,Nguyen Hue,Ward1,District1,HCM
118,60,Nguyen Hue,Ward5,District1,HCM
119,60,Nguyen Hue,Ward7,District1,HCM
120,61,Le Loi,Ward10,District1,HCM
121,61,Tran Hung Dao,Ward7,District10,HCM
122,61,Tran Hung Dao,Ward5,District10,HCM
123,62,Le Loi,Ward1,District10,HCM
124,62,Nguyen Hue,Ward3,District10,HCM
125,63,Le Loi,Ward10,District5,HCM
126,64,Tran Hung Dao,Ward10,District5,HCM
127,65,Nguyen Hue,Ward1,District1,HCM
128,65,CMT8,Ward7,District3,HCM
129,66,Tran Hung Dao,Ward7,District1,HCM
130,67,Tran Hung Dao,Ward1,District10,HCM
131,67,Le Loi,Ward5,District3,HCM
132,68,Le Loi,Ward7,District3,HCM
133,69,CMT8,Ward5,District5,HCM
134,69,Nguyen Hue,Ward3,District3,HCM
135,69,Vo Van Tan,Ward1,District1,HCM
136,70,Tran Hung Dao,Ward5,District3,HCM
137,70,Nguyen Hue,Ward7,District1,HCM
138,70,Le Loi,Ward1,District1,HCM
139,71,Nguyen Hue,Ward10,District3,HCM
140,71,Le Loi,Ward5,District10,HCM
141,71,Vo Van Tan,Ward1,District5,HCM
142,72,Vo Van Tan,Ward3,District3,HCM
143,72,CMT8,Ward3,District3,HCM
144,73,Nguyen Hue,Ward1,District3,HCM
145,73,Nguyen Hue,Ward10,District3,HCM
146,73,CMT8,Ward1,District10,HCM
147,74,Nguyen Hue,Ward3,District10,HCM
148,74,Tran Hung Dao,Ward5,District5,HCM
149,75,Vo Van Tan,Ward5,District3,HCM
150,75,CMT8,Ward1,District1,HCM
151,75,Tran Hung Dao,Ward3,District3,HCM
152,76,Nguyen Hue,Ward7,District3,HCM
153,77,Le Loi,Ward7,District1,HCM
154,77,Tran Hung Dao,Ward1,District1,HCM
155,78,Tran Hung Dao,Ward10,District10,HCM
156,78,Tran Hung Dao,Ward7,District1,HCM
157,79,CMT8,Ward5,District10,HCM
158,80,Nguyen Hue,Ward7,District1,HCM
159,81,Tran Hung Dao,Ward7,District1,HCM
160,81,Tran Hung Dao,Ward3,District1,HCM
161,82,Le Loi,Ward7,District3,HCM
162,82,Nguyen Hue,Ward5,District1,HCM
163,82,CMT8,Ward5,District3,HCM
164,83,Nguyen Hue,Ward1,District5,HCM
165,84,Le Loi,Ward5,District10,HCM
166,84,Vo Van Tan,Ward7,District3,HCM
167,85,Tran Hung Dao,Ward10,District3,HCM
168,86,Le Loi,Ward5,District1,HCM
169,86,Nguyen Hue,Ward3,District10,HCM
170,87,CMT8,Ward1,District1,HCM
171,87,CMT8,Ward3,District1,HCM
172,88,Le Loi,Ward3,District1,HCM
173,88,Le Loi,Ward3,District1,HCM
174,88,Vo Van Tan,Ward5,District1,HCM
175,89,CMT8,Ward1,District10,HCM
176,90,CMT8,Ward1,District10,HCM
177,90,Tran Hung Dao,Ward10,District10,HCM
178,90,Tran Hung Dao,Ward7,District10,HCM
179,91,Nguyen Hue,Ward3,District5,HCM
180,91,Le Loi,Ward3,District10,HCM
181,91,Nguyen Hue,Ward7,District1,HCM
182,92,CMT8,Ward7,District3,HCM
183,92,Vo Van Tan,Ward3,District5,HCM
184,93,CMT8,Ward7,District3,HCM
185,93,Le Loi,Ward10,District1,HCM
186,93,Tran Hung Dao,Ward3,District10,HCM
187,94,Le Loi,Ward1,District1,HCM
188,94,CMT8,Ward1,District10,HCM
189,94,Nguyen Hue,Ward1,District3,HCM
190,95,CMT8,Ward3,District3,HCM
191,95,Tran Hung Dao,Ward10,District10,HCM
192,96,Vo Van Tan,Ward3,District5,HCM
193,97,Tran Hung Dao,Ward7,District1,HCM
194,97,Tran Hung Dao,Ward1,District3,HCM
195,98,Tran Hung Dao,Ward5,District5,HCM
196,98,CMT8,Ward7,District10,HCM
197,98,Nguyen Hue,Ward10,District1,HCM
198,99,Vo Van Tan,Ward7,District3,HCM
199,99,Le Loi,Ward5,District5,HCM
200,100,Vo Van Tan,Ward10,District1,HCM
201,101,Nguyen Hue,Ward10,District3,HCM
202,101,Le Loi,Ward3,District10,HCM
203,102,Tran Hung Dao,Ward7,District5,HCM
204,103,Vo Van Tan,Ward5,District1,HCM
205,103,CMT8,Ward1,District3,HCM
206,103,Le Loi,Ward1,District10,HCM
207,104,Vo Van Tan,Ward7,District10,HCM
208,104,Vo Van Tan,Ward3,District1,HCM
209,105,Le Loi,Ward3,District10,HCM
210,105,Tran Hung Dao,Ward5,District10,HCM
211,105,Vo Van Tan,Ward7,District5,HCM
212,106,Tran Hung Dao,Ward5,District10,HCM
213,106,Tran Hung Dao,Ward1,District3,HCM
214,107,Tran Hung Dao,Ward1,District3,HCM
215,108,Vo Van Tan,Ward1,District10,HCM
216,108,CMT8,Ward5,District10,HCM
217,108,Vo Van Tan,Ward5,District1,HCM
218,109,Le Loi,Ward3,District5,HCM
219,110,CMT8,Ward7,District3,HCM
220,110,Nguyen Hue,Ward10,District1,HCM
221,111,CMT8,Ward10,District3,HCM
222,111,Nguyen Hue,Ward1,District5,HCM
223,112,Tran Hung Dao,Ward7,District3,HCM
224,112,Tran Hung Dao,Ward3,District5,HCM
225,112,CMT8,Ward10,District3,HCM
226,113,Tran Hung Dao,Ward10,District1,HCM
227,114,CMT8,Ward1,District10,HCM
228,114,Vo Van Tan,Ward1,District5,HCM
229,115,CMT8,Ward5,District3,HCM
230,115,CMT8,Ward3,District10,HCM
231,116,CMT8,Ward3,District3,HCM
232,117,Vo Van Tan,Ward3,District10,HCM
233,117,Vo Van Tan,Ward3,District10,HCM
234,118,Tran Hung Dao,Ward3,District10,HCM
235,118,CMT8,Ward5,District3,HCM
236,119,Tran Hung Dao,Ward7,District5,HCM
237,119,CMT8,Ward5,District10,HCM
238,120,Tran Hung Dao,Ward5,District5,HCM
239,120,Nguyen Hue,Ward7,District3,HCM
240,121,Le Loi,Ward7,District3,HCM
241,121,Vo Van Tan,Ward3,District3,HCM
242,121,Le Loi,Ward10,District1,HCM
243,122,CMT8,Ward7,District3,HCM
244,123,Tran Hung Dao,Ward5,District5,HCM
245,124,Le Loi,Ward1,District1,HCM
246,125,Tran Hung Dao,Ward7,District1,HCM
247,126,Le Loi,Ward5,District3,HCM
248,127,Tran Hung Dao,Ward10,District5,HCM
249,128,Vo Van Tan,Ward1,District3,HCM
250,128,CMT8,Ward7,District1,HCM
251,129,CMT8,Ward7,District10,HCM
252,129,Tran Hung Dao,Ward7,District1,HCM
253,129,Vo Van Tan,Ward10,District5,HCM
254,130,CMT8,Ward7,District10,HCM
255,131,Vo Van Tan,Ward5,District1,HCM
256,131,Tran Hung Dao,Ward5,District10,HCM
257,132,Le Loi,Ward5,District1,HCM
258,132,Vo Van Tan,Ward7,District1,HCM
259,132,Tran Hung Dao,Ward1,District1,HCM
260,133,Le Loi,Ward3,District10,HCM
261,133,Vo Van Tan,Ward10,District1,HCM
262,133,Vo Van Tan,Ward3,District3,HCM
263,134,CMT8,Ward5,District10,HCM
264,134,Le Loi,Ward5,District3,HCM
265,134,Le Loi,Ward1,District3,HCM
266,135,Tran Hung Dao,Ward10,District5,HCM
267,136,CMT8,Ward5,District5,HCM
268,137,Vo Van Tan,Ward1,District3,HCM
269,138,Le Loi,Ward5,District1,HCM
270,138,CMT8,Ward7,District3,HCM
271,138,Tran Hung Dao,Ward3,District5,HCM
272,139,Le Loi,Ward7,District5,HCM
273,139,Le Loi,Ward7,District3,HCM
274,140,Le Loi,Ward10,District1,HCM
275,141,Nguyen Hue,Ward1,District5,HCM
276,141,Vo Van Tan,Ward7,District1,HCM
277,142,Le Loi,Ward7,District5,HCM
278,142,Le Loi,Ward3,District10,HCM
279,143,Vo Van Tan,Ward3,District5,HCM
280,144,Tran Hung Dao,Ward10,District1,HCM
281,144,Le Loi,Ward3,District10,HCM
282,145,CMT8,Ward3,District3,HCM
283,146,Vo Van Tan,Ward3,District10,HCM
284,147,Tran Hung Dao,Ward7,District10,HCM
285,147,Tran Hung Dao,Ward10,District10,HCM
286,148,CMT8,Ward5,District10,HCM
287,148,CMT8,Ward3,District1,HCM
288,149,Vo Van Tan,Ward5,District1,HCM
289,150,Tran Hung Dao,Ward7,District5,HCM
290,150,Vo Van Tan,Ward5,District3,HCM
291,150,Le Loi,Ward5,District3,HCM
292,151,Tran Hung Dao,Ward5,District1,HCM
293,152,Nguyen Hue,Ward3,District3,HCM
294,152,Tran Hung Dao,Ward3,District5,HCM
295,153,Tran Hung Dao,Ward10,District5,HCM
296,154,Tran Hung Dao,Ward7,District3,HCM
297,155,Tran Hung Dao,Ward5,District3,HCM
298,155,Nguyen Hue,Ward10,District5,HCM
299,155,Vo Van Tan,Ward1,District10,HCM
300,156,Nguyen Hue,Ward7,District3,HCM
301,157,Nguyen Hue,Ward7,District1,HCM
302,157,Vo Van Tan,Ward3,District5,HCM
303,157,CMT8,Ward1,District10,HCM
304,158,Le Loi,Ward10,District1,HCM
305,159,Vo Van Tan,Ward5,District10,HCM
306,159,CMT8,Ward5,District5,HCM
307,160,Le Loi,Ward3,District3,HCM
308,160,Vo Van Tan,Ward7,District10,HCM
309,161,CMT8,Ward5,District3,HCM
310,161,Vo Van Tan,Ward5,District10,HCM
311,162,Tran Hung Dao,Ward10,District5,HCM
312,162,Tran Hung Dao,Ward10,District1,HCM
313,163,Nguyen Hue,Ward1,District3,HCM
314,163,CMT8,Ward5,District1,HCM
315,164,Le Loi,Ward7,District10,HCM
316,164,Nguyen Hue,Ward3,District10,HCM
317,164,Tran Hung Dao,Ward5,District3,HCM
318,165,Nguyen Hue,Ward7,District1,HCM
319,165,Vo Van Tan,Ward10,District5,HCM
320,165,Nguyen Hue,Ward7,District10,HCM
321,166,Tran Hung Dao,Ward1,District1,HCM
322,166,Le Loi,Ward3,District10,HCM
323,166,Vo Van Tan,Ward10,District5,HCM
324,167,CMT8,Ward10,District3,HCM
325,168,Tran Hung Dao,Ward10,District10,HCM
326,169,CMT8,Ward7,District1,HCM
327,170,CMT8,Ward5,District1,HCM
328,170,Vo Van Tan,Ward7,District3,HCM
329,171,Tran Hung Dao,Ward7,District10,HCM
330,171,Vo Van Tan,Ward1,District10,HCM
331,171,Le Loi,Ward3,District10,HCM
332,172,Nguyen Hue,Ward7,District5,HCM
333,172,CMT8,Ward1,District5,HCM
334,173,Nguyen Hue,Ward5,District5,HCM
335,173,Le Loi,Ward7,District1,HCM
336,174,Le Loi,Ward3,District3,HCM
337,175,Le Loi,Ward3,District10,HCM
338,176,Vo Van Tan,Ward3,District5,HCM
339,177,Le Loi,Ward10,District5,HCM
340,177,Vo Van Tan,Ward1,District3,HCM
341,177,CMT8,Ward1,District1,HCM
342,178,CMT8,Ward3,District10,HCM
343,179,CMT8,Ward7,District1,HCM
344,179,Nguyen Hue,Ward10,District1,HCM
345,179,Tran Hung Dao,Ward7,District10,HCM
346,180,Tran Hung Dao,Ward1,District1,HCM
347,181,Nguyen Hue,Ward5,District5,HCM
348,181,CMT8,Ward1,District1,HCM
349,181,Le Loi,Ward3,District1,HCM
350,182,Vo Van Tan,Ward3,District5,HCM
351,182,Tran Hung Dao,Ward3,District5,HCM
352,182,Tran Hung Dao,Ward7,District3,HCM
353,183,Le Loi,Ward3,District1,HCM
354,184,Nguyen Hue,Ward10,District1,HCM
355,184,Le Loi,Ward7,District3,HCM
356,185,Le Loi,Ward10,District3,HCM
357,185,CMT8,Ward3,District1,HCM
358,185,Vo Van Tan,Ward3,District10,HCM
359,186,Nguyen Hue,Ward10,District1,HCM
360,186,Nguyen Hue,Ward5,District5,HCM
361,186,CMT8,Ward7,District1,HCM
362,187,Vo Van Tan,Ward7,District5,HCM
363,187,CMT8,Ward1,District1,HCM
364,187,Le Loi,Ward1,District3,HCM
365,188,Vo Van Tan,Ward7,District5,HCM
366,188,CMT8,Ward1,District3,HCM
367,189,Tran Hung Dao,Ward7,District3,HCM
368,189,CMT8,Ward3,District3,HCM
369,189,Le Loi,Ward7,District3,HCM
370,190,Tran Hung Dao,Ward1,District10,HCM
371,190,Le Loi,Ward7,District10,HCM
372,190,Nguyen Hue,Ward7,District10,HCM
373,191,Tran Hung Dao,Ward3,District1,HCM
374,191,CMT8,Ward1,District3,HCM
375,192,Tran Hung Dao,Ward7,District3,HCM
376,192,Nguyen Hue,Ward1,District5,HCM
377,192,Tran Hung Dao,Ward7,District1,HCM
378,193,Le Loi,Ward1,District3,HCM
379,193,Vo Van Tan,Ward10,District10,HCM
380,193,Vo Van Tan,Ward10,District10,HCM
381,194,Tran Hung Dao,Ward5,District10,HCM
382,195,CMT8,Ward10,District3,HCM
383,195,Tran Hung Dao,Ward7,District5,HCM
384,195,Le Loi,Ward3,District1,HCM
385,196,Nguyen Hue,Ward1,District10,HCM
386,197,Tran Hung Dao,Ward5,District1,HCM
387,198,Nguyen Hue,Ward1,District10,HCM
388,198,CMT8,Ward5,District10,HCM
389,198,Tran Hung Dao,Ward3,District3,HCM
390,199,Nguyen Hue,Ward10,District1,HCM
391,199,Tran Hung Dao,Ward7,District1,HCM
392,200,Vo Van Tan,Ward3,District3,HCM
393,200,CMT8,Ward5,District3,HCM
394,200,CMT8,Ward3,District10,HCM
395,201,Vo Van Tan,Ward1,District3,HCM
396,202,Le Loi,Ward10,District5,HCM
397,202,CMT8,Ward7,District10,HCM
398,202,Vo Van Tan,Ward10,District5,HCM
399,203,CMT8,Ward7,District3,HCM
400,204,CMT8,Ward1,District10,HCM
401,204,Vo Van Tan,Ward7,District5,HCM
402,205,CMT8,Ward5,District10,HCM
403,205,Tran Hung Dao,Ward5,District1,HCM
404,206,Vo Van Tan,Ward1,District1,HCM
405,206,Tran Hung Dao,Ward10,District3,HCM
406,207,CMT8,Ward1,District1,HCM
407,207,Nguyen Hue,Ward7,District1,HCM
408,207,Tran Hung Dao,Ward7,District5,HCM
409,208,Vo Van Tan,Ward5,District1,HCM
410,208,Tran Hung Dao,Ward5,District3,HCM
411,208,Le Loi,Ward5,District1,HCM
412,209,Nguyen Hue,Ward7,District1,HCM
413,209,Tran Hung Dao,Ward10,District10,HCM
414,210,Tran Hung Dao,Ward3,District1,HCM
415,210,Vo Van Tan,Ward5,District10,HCM
416,211,Le Loi,Ward1,District10,HCM
417,211,Le Loi,Ward7,District1,HCM
418,211,Le Loi,Ward5,District5,HCM
419,212,CMT8,Ward10,District3,HCM
420,212,Nguyen Hue,Ward1,District5,HCM
421,212,Le Loi,Ward1,District10,HCM
422,213,Vo Van Tan,Ward3,District5,HCM
423,213,Nguyen Hue,Ward3,District1,HCM
424,213,Tran Hung Dao,Ward5,District10,HCM
425,214,Tran Hung Dao,Ward7,District5,HCM
426,214,Nguyen Hue,Ward1,District5,HCM
427,214,CMT8,Ward5,District1,HCM
428,215,Le Loi,Ward10,District10,HCM
429,215,Le Loi,Ward1,District1,HCM
430,216,Nguyen Hue,Ward5,District10,HCM
431,216,Vo Van Tan,Ward3,District10,HCM
432,216,Vo Van Tan,Ward7,District1,HCM
433,217,Le Loi,Ward10,District1,HCM
434,217,Tran Hung Dao,Ward10,District1,HCM
435,217,CMT8,Ward10,District5,HCM
436,218,CMT8,Ward3,District5,HCM
437,218,Nguyen Hue,Ward7,District3,HCM
438,219,Tran Hung Dao,Ward7,District1,HCM
439,220,Tran Hung Dao,Ward1,District10,HCM
440,220,Vo Van Tan,Ward5,District3,HCM
441,220,Vo Van Tan,Ward10,District10,HCM
442,221,Le Loi,Ward1,District5,HCM
443,221,CMT8,Ward1,District10,HCM
444,222,CMT8,Ward3,District1,HCM
445,223,Vo Van Tan,Ward7,District3,HCM
446,223,Nguyen Hue,Ward3,District10,HCM
447,223,Nguyen Hue,Ward10,District5,HCM
448,224,Tran Hung Dao,Ward7,District3,HCM
449,224,Nguyen Hue,Ward5,District5,HCM
450,224,CMT8,Ward5,District1,HCM
451,225,Tran Hung Dao,Ward1,District3,HCM
452,225,Vo Van Tan,Ward7,District3,HCM
453,225,Nguyen Hue,Ward3,District10,HCM
454,226,Vo Van Tan,Ward1,District10,HCM
455,227,Vo Van Tan,Ward5,District5,HCM
456,228,Tran Hung Dao,Ward1,District10,HCM
457,228,Vo Van Tan,Ward7,District10,HCM
458,228,Nguyen Hue,Ward5,District5,HCM
459,229,CMT8,Ward3,District10,HCM
460,229,Tran Hung Dao,Ward5,District5,HCM
461,229,CMT8,Ward3,District3,HCM
462,230,CMT8,Ward7,District10,HCM
463,231,Le Loi,Ward5,District3,HCM
464,231,Tran Hung Dao,Ward7,District5,HCM
465,231,Vo Van Tan,Ward7,District3,HCM
466,232,Le Loi,Ward3,District5,HCM
467,233,Nguyen Hue,Ward3,District5,HCM
468,233,Tran Hung Dao,Ward3,District5,HCM
469,233,Tran Hung Dao,Ward1,District5,HCM
470,234,CMT8,Ward5,District1,HCM
471,235,Le Loi,Ward1,District10,HCM
472,235,CMT8,Ward5,District5,HCM
473,235,Tran Hung Dao,Ward7,District3,HCM
474,236,Le Loi,Ward10,District1,HCM
475,236,Vo Van Tan,Ward3,District10,HCM
476,236,Nguyen Hue,Ward5,District1,HCM
477,237,Nguyen Hue,Ward10,District5,HCM
478,237,Nguyen Hue,Ward3,District3,HCM
479,238,CMT8,Ward3,District3,HCM
480,238,Vo Van Tan,Ward7,District1,HCM
481,239,Le Loi,Ward10,District1,HCM
482,239,Tran Hung Dao,Ward3,District10,HCM
483,240,Tran Hung Dao,Ward3,District3,HCM
484,240,Tran Hung Dao,Ward7,District5,HCM
485,240,CMT8,Ward1,District5,HCM
486,241,Le Loi,Ward5,District5,HCM
487,242,Vo Van Tan,Ward5,District3,HCM
488,242,Vo Van Tan,Ward1,District3,HCM
489,243,Le Loi,Ward7,District3,HCM
490,244,CMT8,Ward10,District5,HCM
491,245,Tran Hung Dao,Ward10,District5,HCM
492,246,Le Loi,Ward10,District3,HCM
493,247,Vo Van Tan,Ward5,District5,HCM
494,247,CMT8,Ward3,District10,HCM
495,248,Nguyen Hue,Ward3,District10,HCM
496,248,Tran Hung Dao,Ward3,District5,HCM
497,248,CMT8,Ward1,District3,HCM
498,249,CMT8,Ward5,District3,HCM
499,250,Nguyen Hue,Ward10,District1,HCM
500,251,Vo Van Tan,Ward7,District3,HCM
501,252,Le Loi,Ward10,District3,HCM
502,252,Vo Van Tan,Ward7,District1,HCM
503,252,Le Loi,Ward3,District10,HCM
504,253,Tran Hung Dao,Ward1,District1,HCM
505,253,Le Loi,Ward10,District10,HCM
506,253,Tran Hung Dao,Ward3,District1,HCM
507,254,CMT8,Ward1,District5,HCM
508,255,Nguyen Hue,Ward1,District10,HCM
509,255,Le Loi,Ward10,District3,HCM
510,255,Tran Hung Dao,Ward5,District5,HCM
511,256,Tran Hung Dao,Ward7,District1,HCM
512,256,Nguyen Hue,Ward3,District10,HCM
513,256,Le Loi,Ward1,District10,HCM
514,257,Tran Hung Dao,Ward5,District3,HCM
515,258,Nguyen Hue,Ward10,District5,HCM
516,258,Nguyen Hue,Ward10,District5,HCM
517,258,Nguyen Hue,Ward10,District3,HCM
518,259,Le Loi,Ward7,District1,HCM
519,259,Nguyen Hue,Ward10,District3,HCM
520,260,Nguyen Hue,Ward1,District10,HCM
521,260,Le Loi,Ward1,District3,HCM
522,260,Nguyen Hue,Ward5,District5,HCM
523,261,CMT8,Ward3,District3,HCM
524,261,Nguyen Hue,Ward1,District5,HCM
525,261,Vo Van Tan,Ward10,District5,HCM
526,262,Tran Hung Dao,Ward10,District1,HCM
527,263,Vo Van Tan,Ward3,District5,HCM
528,263,Nguyen Hue,Ward3,District10,HCM
529,264,Le Loi,Ward5,District1,HCM
530,265,Le Loi,Ward7,District10,HCM
531,265,CMT8,Ward3,District1,HCM
532,265,Vo Van Tan,Ward10,District1,HCM
533,266,Tran Hung Dao,Ward1,District10,HCM
534,267,CMT8,Ward5,District1,HCM
535,267,Le Loi,Ward3,District5,HCM
536,268,CMT8,Ward1,District3,HCM
537,269,Tran Hung Dao,Ward3,District1,HCM
538,269,Vo Van Tan,Ward7,District3,HCM
539,270,Tran Hung Dao,Ward7,District10,HCM
540,270,Tran Hung Dao,Ward3,District5,HCM
541,270,Tran Hung Dao,Ward10,District3,HCM
542,271,CMT8,Ward7,District1,HCM
543,272,CMT8,Ward1,District10,HCM
544,272,Vo Van Tan,Ward5,District10,HCM
545,272,Le Loi,Ward5,District10,HCM
546,273,Tran Hung Dao,Ward7,District10,HCM
547,273,Le Loi,Ward5,District10,HCM
548,273,Le Loi,Ward3,District10,HCM
549,274,Vo Van Tan,Ward1,District3,HCM
550,275,Le Loi,Ward3,District5,HCM
551,275,Le Loi,Ward3,District5,HCM
552,275,Tran Hung Dao,Ward7,District5,HCM
553,276,CMT8,Ward7,District3,HCM
554,276,Le Loi,Ward5,District1,HCM
555,276,Vo Van Tan,Ward7,District3,HCM
556,277,Nguyen Hue,Ward7,District5,HCM
557,277,Tran Hung Dao,Ward10,District1,HCM
558,277,Tran Hung Dao,Ward7,District10,HCM
559,278,Nguyen Hue,Ward3,District1,HCM
560,278,Vo Van Tan,Ward10,District10,HCM
561,279,CMT8,Ward1,District3,HCM
562,279,Tran Hung Dao,Ward3,District5,HCM
563,280,Nguyen Hue,Ward1,District5,HCM
564,280,Tran Hung Dao,Ward7,District5,HCM
565,280,Nguyen Hue,Ward10,District5,HCM
566,281,Le Loi,Ward3,District10,HCM
567,281,Vo Van Tan,Ward7,District1,HCM
568,281,Vo Van Tan,Ward10,District1,HCM
569,282,CMT8,Ward1,District3,HCM
570,283,Vo Van Tan,Ward3,District3,HCM
571,284,CMT8,Ward3,District1,HCM
572,284,Nguyen Hue,Ward10,District3,HCM
573,285,Tran Hung Dao,Ward5,District1,HCM
574,286,CMT8,Ward10,District10,HCM
575,286,Tran Hung Dao,Ward5,District1,HCM
576,287,Tran Hung Dao,Ward7,District10,HCM
577,288,Vo Van Tan,Ward5,District1,HCM
578,288,Le Loi,Ward5,District3,HCM
579,288,CMT8,Ward1,District5,HCM
580,289,Vo Van Tan,Ward10,District1,HCM
581,289,Nguyen Hue,Ward10,District10,HCM
582,289,Le Loi,Ward5,District3,HCM
583,290,CMT8,Ward10,District3,HCM
584,290,Nguyen Hue,Ward3,District10,HCM
585,291,Tran Hung Dao,Ward1,District1,HCM
586,291,Le Loi,Ward3,District3,HCM
